,着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師,horse_id,jockey_id,日付,平均賞金,平均着順,着順,馬番,馬の体重,体重変化
202408050611,1,7,13,アーバンシック,牡3,57,ルメール,3:04.1,,3.7,2,510(0),[東] 武井亮,2021105436,05339,2024-10-20,1987.1333333333334,3.3333333333333335,1,13,510,0
202408050611,2,8,16,ヘデントール,牡3,57,戸崎圭太,3:04.5,2.1/2,7.1,4,472(-8),[東] 木村哲也,2021105521,05386,2024-10-20,840.8333333333334,2.3333333333333335,2,16,472,-8
202408050611,3,8,17,アドマイヤテラ,牡3,57,武豊,3:04.5,ハナ,23.6,7,482(+4),[西] 友道康夫,2021105369,00666,2024-10-20,801.4833333333332,2.1666666666666665,3,17,482,4
202408050611,4,6,11,ショウナンラプンタ,牡3,57,鮫島克駿,3:04.5,クビ,23.6,6,536(+6),[西] 高野友和,2021105195,01157,2024-10-20,860.8714285714286,4.714285714285714,4,11,536,6
202408050611,5,4,7,ビザンチンドリーム,牡3,57,シュタル,3:04.6,クビ,41.5,9,456(-2),[西] 坂口智康,2021105587,05115,2024-10-20,972.4,7.6,5,7,456,-2
202408050611,6,2,4,ダノンデサイル,牡3,57,横山典弘,3:04.8,1.1/2,2.9,1,522(+18),[西] 安田翔伍,2021105143,00660,2024-10-20,6366.666666666667,1.8333333333333333,6,4,522,18
202408050611,7,6,12,シュバルツクーゲル,牡3,57,松山弘平,3:06.0,7,99.1,14,486(-2),[東] 鹿戸雄一,2021104882,01126,2024-10-20,851.15,3.6666666666666665,7,12,486,-2
202408050611,8,3,5,ハヤテノフクノスケ,牡3,57,岩田望来,3:06.3,1.1/2,120.2,15,516(0),[西] 中村直也,2021109070,01174,2024-10-20,409.9,3.625,8,5,516,0
202408050611,9,7,15,エコロヴァルツ,牡3,57,岩田康誠,3:06.3,ハナ,68.3,12,488(+4),[西] 牧浦充徳,2021101436,05203,2024-10-20,999.6714285714287,3.857142857142857,9,15,488,4
202408050611,10,8,18,アレグロブリランテ,牡3,57,横山和生,3:07.1,5,291.1,18,466(0),[東] 上原佑紀,2021105625,01140,2024-10-20,563.0666666666667,6.166666666666667,10,18,466,0
202408050611,11,4,8,ウエストナウ,牡3,57,西村淳也,3:07.2,3/4,55.2,11,488(-4),[西] 佐々木晶,2021106645,01171,2024-10-20,926.9333333333334,4.666666666666667,11,8,488,-4
202408050611,12,3,6,ミスタージーティー,牡3,57,坂井瑠星,3:07.3,1/2,79.5,13,474(+2),[西] 矢作芳人,2021105856,01163,2024-10-20,491.7714285714286,7.142857142857143,12,6,474,2
202408050611,13,7,14,メリオーレム,牡3,57,藤岡佑介,3:08.0,4,51.5,10,488(+2),[西] 友道康夫,2021104791,01093,2024-10-20,682.9375,2.25,13,14,488,2
202408050611,14,5,9,コスモキュランダ,牡3,57,Ｍ．デム,3:08.4,2.1/2,6.0,3,512(+8),[東] 加藤士津,2021106787,05212,2024-10-20,1761.98,4.0,14,9,512,8
202408050611,15,1,1,ピースワンデュック,牡3,57,柴田善臣,3:09.1,4,26.2,8,452(-2),[東] 大竹正博,2021101134,00641,2024-10-20,788.05,1.25,15,1,452,-2
202408050611,16,5,10,メイショウタバル,牡3,57,浜中俊,3:09.3,1.1/4,9.6,5,502(+6),[西] 石橋守,2021103272,01115,2024-10-20,1272.011111111111,3.3333333333333335,16,10,502,6
202408050611,17,2,3,アスクカムオンモア,牡3,57,北村友一,3:09.8,3,184.1,16,484(+2),[西] 藤原英昭,2021105236,01102,2024-10-20,520.2285714285714,2.857142857142857,17,3,484,2
202408050611,18,1,2,ノーブルスカイ,牡3,57,池添謙一,3:19.7,大,253.6,17,464(-2),[西] 高柳大輔,2021102256,01032,2024-10-20,262.0111111111111,3.5555555555555554,18,2,464,-2
202308020711,1,8,17,ドゥレッツァ,牡3,57,ルメール,3:03.1,,7.3,4,468(+12),[東] 尾関知人,2020103650,05339,2023-10-22,1044.74,1.4,1,17,468,12
202308020711,2,4,7,タスティエーラ,牡3,57,モレイラ,3:03.7,3.1/2,4.7,2,480(+2),[東] 堀宣行,2020103532,05509,2023-10-22,9646.580000000002,1.8,2,7,480,2
202308020711,3,7,14,ソールオリエンス,牡3,57,横山武史,3:04.0,1.1/2,2.7,1,464(+4),[東] 手塚貴久,2020102899,01170,2023-10-22,8456.380000000001,1.4,3,14,464,4
202308020711,4,3,6,リビアングラス,牡3,57,坂井瑠星,3:04.1,3/4,36.2,9,498(-2),[西] 矢作芳人,2020105633,01163,2023-10-22,883.2,2.0,4,6,498,-2
202308020711,5,4,8,サヴォーナ,牡3,57,池添謙一,3:04.1,ハナ,22.3,7,536(+8),[西] 中竹和也,2020100734,01032,2023-10-22,708.35,2.7,5,8,536,8
202308020711,6,6,12,ハーツコンチェルト,牡3,57,松山弘平,3:04.1,クビ,9.3,5,498(+6),[東] 武井亮,2020105681,01126,2023-10-22,1802.4857142857145,3.5714285714285716,6,12,498,6
202308020711,7,5,10,マイネルラウレア,牡3,57,岩田望来,3:04.1,ハナ,71.2,11,500(+4),[西] 宮徹,2020105794,01174,2023-10-22,651.22,5.8,7,10,500,4
202308020711,8,7,13,ナイトインロンドン,牡3,57,和田竜二,3:04.2,アタマ,88.1,12,472(-10),[東] 大竹正博,2020101152,01018,2023-10-22,525.1333333333333,4.666666666666667,8,13,472,-10
202308020711,9,8,15,ファントムシーフ,牡3,57,武豊,3:04.3,1/2,20.3,6,504(+2),[西] 西村真幸,2020106582,00666,2023-10-22,2033.2857142857142,3.0,9,15,504,2
202308020711,10,6,11,サトノグランツ,牡3,57,川田将雅,3:04.3,ハナ,5.0,3,496(+4),[西] 友道康夫,2020103473,01088,2023-10-22,1829.5,3.5714285714285716,10,11,496,4
202308020711,11,8,16,ショウナンバシット,牡3,57,Ｍ．デム,3:04.4,1/2,185.4,15,492(+6),[西] 須貝尚介,2020103333,05212,2023-10-22,787.8125,4.5,11,16,492,6
202308020711,12,2,3,シーズンリッチ,牡3,57,角田大河,3:04.7,1.3/4,277.7,16,492(-6),[東] 久保田貴,2020103275,01199,2023-10-22,689.5571428571428,4.714285714285714,12,3,492,-6
202308020711,13,1,2,ウインオーディン,牡3,57,三浦皇成,3:05.0,2,120.4,13,474(-8),[東] 鹿戸雄一,2020105217,01122,2023-10-22,404.65714285714284,4.142857142857143,13,2,474,-8
202308020711,14,1,1,トップナイフ,牡3,57,横山典弘,3:05.0,アタマ,23.5,8,482(0),[西] 昆貢,2020106402,00660,2023-10-22,1073.4363636363637,4.0,14,1,482,0
202308020711,15,5,9,ノッキングポイント,牡3,57,北村宏司,3:05.2,1,41.7,10,492(-2),[東] 木村哲也,2020103472,01043,2023-10-22,1563.3,2.857142857142857,15,9,492,-2
202308020711,16,2,4,ダノントルネード,牡3,57,西村淳也,3:06.7,9,177.2,14,508(-6),[西] 中内田充,2020103413,01171,2023-10-22,729.8,3.0,16,4,508,-6
202308020711,17,3,5,パクスオトマニカ,牡3,57,田辺裕信,3:07.8,7,299.2,17,472(-6),[東] 久保田貴,2020103496,01075,2023-10-22,556.4124999999999,5.5,17,5,472,-6
202209040711,1,7,14,アスクビクターモア,牡3,57,田辺裕信,3:02.4,,4.1,2,476(0),[東] 田村康仁,2019104706,01075,2022-10-23,2057.7749999999996,2.375,1,14,476,0
202209040711,2,2,4,ボルドグフーシュ,牡3,57,吉田隼人,3:02.4,ハナ,11.5,7,496(0),[西] 宮本博,2019104909,01095,2022-10-23,763.625,3.125,2,4,496,0
202209040711,3,8,17,ジャスティンパレス,牡3,57,鮫島克駿,3:02.5,1/2,9.7,4,452(0),[西] 杉山晴紀,2019105346,01157,2022-10-23,1678.7166666666665,3.8333333333333335,3,17,452,0
202209040711,4,6,11,ドゥラドーレス,牡3,57,横山武史,3:03.4,5,7.0,3,490(-4),[東] 宮田敬介,2019105556,01170,2022-10-23,935.3799999999999,1.8,4,11,490,-4
202209040711,5,5,9,シホノスペランツァ,牡3,57,浜中俊,3:03.4,クビ,149.4,17,478(0),[西] 寺島良,2019105654,01115,2022-10-23,325.65,3.375,5,9,478,0
202209040711,6,3,5,ヤマニンゼスト,牡3,57,武豊,3:03.6,1.1/4,33.8,10,500(+6),[西] 千田輝彦,2019100603,00666,2022-10-23,456.75,4.625,6,5,500,6
202209040711,7,2,3,プラダリア,牡3,57,池添謙一,3:03.6,クビ,10.2,5,458(+2),[西] 池添学,2019100109,01032,2022-10-23,1412.0333333333335,3.1666666666666665,7,3,458,2
202209040711,8,1,1,ガイアフォース,牡3,57,松山弘平,3:04.0,2.1/2,3.5,1,494(-4),[西] 杉山晴紀,2019104476,01126,2022-10-23,1560.44,1.4,8,1,494,-4
202209040711,9,4,7,アスクワイルドモア,牡3,57,岩田望来,3:04.2,1,98.3,14,472(+8),[西] 藤原英昭,2019104937,01174,2022-10-23,921.1333333333334,4.888888888888889,9,7,472,8
202209040711,10,1,2,シェルビーズアイ,牡3,57,松田大作,3:04.4,1,164.4,18,470(+2),[西] 武英智,2019102531,01030,2022-10-23,378.66249999999997,4.125,10,2,470,2
202209040711,11,8,18,セレシオン,牡3,57,福永祐一,3:04.8,2.1/2,24.6,9,464(-10),[西] 友道康夫,2019105168,01014,2022-10-23,714.86,2.8,11,18,464,-10
202209040711,12,6,12,ヴェローナシチー,牡3,57,川田将雅,3:05.2,2.1/2,11.1,6,498(0),[西] 佐々木晶,2019100126,01088,2022-10-23,822.1374999999999,2.625,12,12,498,0
202209040711,13,3,6,ビーアストニッシド,牡3,57,岩田康誠,3:05.6,2,123.7,15,466(+10),[西] 飯田雄三,2019101348,05203,2022-10-23,1011.0999999999999,4.888888888888889,13,6,466,10
202209040711,14,7,13,ディナースタ,牡3,57,横山和生,3:06.1,3,18.8,8,462(+4),[西] 辻野泰之,2019101507,01140,2022-10-23,422.225,4.5,14,13,462,4
202209040711,15,8,16,フェーングロッテン,牡3,57,松若風馬,3:06.2,1/2,40.1,11,472(0),[西] 宮本博,2019105366,01154,2022-10-23,924.8000000000001,3.7777777777777777,15,16,472,0
202209040711,16,7,15,ポッドボレット,牡3,57,坂井瑠星,3:06.8,3.1/2,144.9,16,504(-6),[西] 辻野泰之,2019104762,01163,2022-10-23,424.82222222222225,4.555555555555555,16,15,504,-6
202209040711,17,5,10,セイウンハーデス,牡3,57,幸英明,3:07.6,5,61.1,12,466(-8),[西] 橋口慎介,2019102632,00732,2022-10-23,665.8285714285714,4.0,17,10,466,-8
202209040711,18,4,8,マイネルトルファン,牡3,57,丹内祐次,3:08.9,8,72.7,13,492(0),[東] 高木登,2019100790,01091,2022-10-23,704.5333333333333,1.3333333333333333,18,8,492,0
202109040611,1,2,3,タイトルホルダー,牡3,57,横山武史,3:04.6,,8.0,4,464(-2),[東] 栗田徹,2018103559,01170,2021-10-24,1962.5714285714287,4.142857142857143,1,3,464,-2
202109040611,2,8,18,オーソクレース,牡3,57,ルメール,3:05.4,5,5.4,3,474(-2),[東] 久保田貴,2018105280,05339,2021-10-24,1665.8999999999999,1.75,2,18,474,-2
202109040611,3,6,11,ディヴァインラヴ,牝3,55,福永祐一,3:05.4,アタマ,17.3,6,484(0),[西] 斉藤崇史,2018105155,01014,2021-10-24,475.5142857142857,5.0,3,11,484,0
202109040611,4,7,14,ステラヴェローチェ,牡3,57,吉田隼人,3:05.4,ハナ,4.1,2,494(-12),[西] 須貝尚介,2018104980,01095,2021-10-24,3041.042857142857,2.2857142857142856,4,14,494,-12
202109040611,5,4,7,ディープモンスター,牡3,57,武豊,3:05.6,1.1/2,18.1,7,450(-4),[西] 池江泰寿,2018104475,00666,2021-10-24,592.9571428571428,4.0,5,7,450,-4
202109040611,6,5,9,ヴェローチェオロ,牡3,57,幸英明,3:05.7,クビ,44.1,12,470(+2),[西] 須貝尚介,2018104114,00732,2021-10-24,512.6363636363636,3.6363636363636362,6,9,470,2
202109040611,7,7,13,アリーヴォ,牡3,57,Ｍ．デム,3:05.8,3/4,40.3,11,492(0),[西] 杉山晴紀,2018104960,05212,2021-10-24,491.2285714285714,3.142857142857143,7,13,492,0
202109040611,8,4,8,エアサージュ,牡3,57,藤岡佑介,3:05.9,3/4,36.3,10,514(-18),[西] 池添学,2018110137,01093,2021-10-24,747.95,2.0,8,8,514,-18
202109040611,9,1,2,アサマノイタズラ,牡3,57,田辺裕信,3:06.0,アタマ,13.1,5,492(-6),[東] 手塚貴久,2018101071,01075,2021-10-24,1224.314285714286,5.571428571428571,9,2,492,-6
202109040611,10,8,17,ヴィクティファルス,牡3,57,池添謙一,3:06.1,3/4,18.4,8,474(0),[西] 池添学,2018104948,01032,2021-10-24,520.4666666666667,8.333333333333334,10,17,474,0
202109040611,11,3,6,セファーラジエル,牡3,57,鮫島克駿,3:06.2,1/2,90.8,17,524(+2),[西] 高柳大輔,2018105131,01157,2021-10-24,407.9222222222222,3.111111111111111,11,6,524,2
202109040611,12,2,4,ロードトゥフェイム,牡3,57,丹内祐次,3:06.2,1/2,60.1,15,492(+10),[東] 尾形和幸,2018103563,01091,2021-10-24,348.225,5.625,12,4,492,10
202109040611,13,3,5,レッドジェネシス,牡3,57,川田将雅,3:06.3,1/2,3.9,1,494(+4),[西] 友道康夫,2018105343,01088,2021-10-24,1070.8111111111111,3.5555555555555554,13,5,494,4
202109040611,14,5,10,モンテディオ,牡3,57,横山和生,3:06.7,2,46.4,13,474(0),[西] 四位洋文,2018104688,01140,2021-10-24,437.22727272727275,2.909090909090909,14,10,474,0
202109040611,15,8,16,グラティアス,牡3,57,松山弘平,3:06.7,クビ,59.7,14,494(-6),[東] 加藤征弘,2018105277,01126,2021-10-24,909.1,5.0,15,16,494,-6
202109040611,16,7,15,ヴァイスメテオール,牡3,57,丸山元気,3:07.1,2.1/2,21.7,9,494(-8),[東] 岩戸孝樹,2018105054,01127,2021-10-24,1231.34,2.2,16,15,494,-8
202109040611,17,6,12,ノースザワールド,牡3,57,和田竜二,3:07.5,2.1/2,105.5,18,470(-2),[西] 大久保龍,2018100420,01018,2021-10-24,316.78181818181815,3.5454545454545454,17,12,470,-2
202109040611,18,1,1,ワールドリバイバル,牡3,57,津村明秀,3:08.5,6,85.4,16,512(+6),[西] 牧田和弥,2018100026,01092,2021-10-24,371.3777777777778,5.333333333333333,18,1,512,6
202008040611,1,2,3,コントレイル,牡3,57,福永祐一,3:05.5,,1.1,1,458(-2),[西] 矢作芳人,2017101835,01014,2020-10-25,8797.633333333333,1.0,1,3,458,-2
202008040611,2,5,9,アリストテレス,牡3,57,ルメール,3:05.5,クビ,23.0,4,474(+8),[西] 音無秀孝,2017105525,05339,2020-10-25,661.9375,2.125,2,9,474,8
202008040611,3,5,10,サトノフラッグ,牡3,57,戸崎圭太,3:06.1,3.1/2,34.9,5,490(+4),[東] 国枝栄,2017105472,05386,2020-10-25,1433.4285714285713,3.857142857142857,3,10,490,4
202008040611,4,4,8,ディープボンド,牡3,57,和田竜二,3:06.2,クビ,51.6,7,484(-6),[西] 大久保龍,2017102170,01018,2020-10-25,1173.9750000000001,4.0,4,8,484,-6
202008040611,5,7,15,ブラックホール,牡3,57,藤岡佑介,3:06.2,クビ,116.8,14,436(-8),[東] 相沢郁,2017105973,01093,2020-10-25,591.5875,5.25,5,15,436,-8
202008040611,6,7,13,ロバートソンキー,牡3,57,伊藤工真,3:06.6,2,76.7,9,470(-4),[東] 林徹,2017101707,01119,2020-10-25,574.5,2.75,6,13,470,-4
202008040611,7,3,6,ヴェルトライゼンデ,牡3,57,池添謙一,3:06.9,2,10.3,2,488(0),[西] 池江泰寿,2017105567,01032,2020-10-25,2154.357142857143,2.7142857142857144,7,6,488,0
202008040611,8,7,14,ヴァルコス,牡3,57,岩田康誠,3:07.1,1.1/4,42.2,6,502(+6),[西] 友道康夫,2017105612,05203,2020-10-25,602.075,4.125,8,14,502,6
